date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-02 00:00:00,35.60100173950195,11.47599983215332,33.69499969482422,9.890999794006348,1.5349999666213991,0.0,25.993257624802087
2016-07-02 01:00:00,32.92100143432617,9.968000411987305,32.273998260498054,8.819000244140625,0.0,0.0,26.34147643547164
2016-07-02 02:00:00,31.32900047302246,9.550000190734863,30.3439998626709,8.496999740600586,0.0,0.0,26.14126023863596
2016-07-02 03:00:00,30.65900039672852,9.21399974822998,29.834999084472656,8.255999565124513,0.0,0.0,25.74261406923156
2016-07-02 04:00:00,30.82699966430664,9.130999565124512,29.75399971008301,8.015000343322754,1.2150000333786009,0.0,25.770478509517673
2016-07-02 05:00:00,29.48600006103516,8.293000221252441,28.54800033569336,7.1570000648498535,0.0,0.0,25.980903115527163
2016-07-02 06:00:00,30.072999954223643,7.454999923706055,28.68199920654297,6.111999988555907,1.2899999618530271,0.0,26.018621160027994
2016-07-02 07:00:00,33.088001251220696,8.711999893188478,30.961000442504893,7.0229997634887695,1.2580000162124634,0.0,26.059665103789047
2016-07-02 08:00:00,34.09400177001953,8.878999710083008,31.54999923706055,7.3979997634887695,2.483999967575073,0.0,25.706891863129393
2016-07-02 09:00:00,34.59600067138672,9.381999969482422,31.97900009155273,7.61299991607666,2.483999967575073,0.0,25.858323363300116
2016-07-02 10:00:00,29.82099914550781,8.125,27.50300025939941,6.620999813079834,2.483999967575073,0.0,25.889898830634436
2016-07-02 11:00:00,31.58099937438965,7.706999778747559,28.76300048828125,6.004000186920166,2.483999967575073,0.0,25.827147121023252
2016-07-02 12:00:00,30.57500076293945,7.203999996185303,27.95800018310547,5.789999961853027,2.483999967575073,0.0,25.98387301273331
2016-07-02 13:00:00,30.1560001373291,7.203999996185303,27.395000457763672,5.5219998359680185,2.483999967575073,0.0,26.329902651029638
2016-07-02 14:00:00,29.319000244140625,6.449999809265138,26.40399932861328,4.879000186920166,2.483999967575073,0.0,26.47577410167807
2016-07-02 15:00:00,30.90999984741211,7.454999923706055,27.82399940490723,5.736000061035156,2.483999967575073,0.0,27.32813502512705
2016-07-02 16:00:00,32.333999633789055,8.711999893188478,28.36000061035156,6.620999813079834,3.88100004196167,1.22599995136261,27.636786124049564
2016-07-02 17:00:00,32.16699981689453,7.706999778747559,28.36000061035156,5.736000061035156,3.763000011444092,0.0,27.982153727001982
2016-07-02 18:00:00,31.832000732421875,7.539000034332275,28.95000076293945,5.789999961853027,3.753000020980835,0.0,28.412213782474034
2016-07-02 19:00:00,32.250999450683594,8.293000221252441,27.82399940490723,5.978000164031982,3.753000020980835,1.22599995136261,28.652073628702983
2016-07-02 20:00:00,31.916000366210927,7.539000034332275,27.42200088500977,5.388000011444092,5.043000221252441,1.2369999885559082,29.4862733013779
2016-07-02 21:00:00,31.32900047302246,8.376999855041504,28.68199920654297,6.5939998626708975,3.6040000915527344,0.0,29.14759387665769
2016-07-02 22:00:00,36.104000091552734,9.550000190734863,32.514999389648445,7.1570000648498535,4.882999897003174,1.5889999866485596,27.915940269182
2016-07-02 23:00:00,36.02000045776367,10.052000045776367,32.569000244140625,7.907999992370605,3.433000087738037,0.0,27.306929043535657
2016-07-03 00:00:00,36.35499954223633,9.968000411987305,32.514999389648445,7.827000141143799,3.433000087738037,0.0,27.75195942457677
2016-07-03 01:00:00,35.182998657226555,12.062999725341797,31.38999938964844,9.784000396728516,3.433000087738037,1.3220000267028809,28.591732958832687
2016-07-03 02:00:00,36.858001708984375,11.225000381469728,32.67599868774414,8.791999816894531,3.433000087738037,1.2369999885559082,28.611879517253577
2016-07-03 03:00:00,35.182998657226555,10.470999717712402,32.060001373291016,8.52400016784668,3.433000087738037,0.0,28.670705852002236
2016-07-03 04:00:00,32.16699981689453,8.878999710083008,28.708999633789062,6.915999889373777,3.433000087738037,0.0,28.260189943614318
2016-07-03 05:00:00,34.0099983215332,10.13599967956543,30.45100021362305,8.282999992370605,3.433000087738037,0.0,28.261534876180423
2016-07-03 06:00:00,34.17699813842773,10.220000267028809,32.30099868774414,8.899999618530273,1.9830000400543213,0.0,28.064989728426802
2016-07-03 07:00:00,32.75299835205078,8.963000297546387,29.5939998626709,7.077000141143799,3.1559998989105225,0.0,27.850598373885177
2016-07-03 08:00:00,32.417999267578125,8.878999710083008,29.4060001373291,7.130000114440918,3.1559998989105225,0.0,27.465930108242823
2016-07-03 09:00:00,29.56999969482422,10.722000122070312,27.34199905395508,9.56999969482422,3.1559998989105225,0.0,28.269997204853038
2016-07-03 10:00:00,34.512001037597656,12.062999725341797,30.98699951171875,9.99899959564209,3.1559998989105225,0.0,28.75006178521418
2016-07-03 11:00:00,33.590999603271484,11.392000198364258,29.9689998626709,9.32800006866455,3.1559998989105225,0.0,29.51089145672826
2016-07-03 12:00:00,35.518001556396484,12.815999984741213,32.03300094604492,10.722000122070312,3.1559998989105225,0.0,31.220613111871714
2016-07-03 13:00:00,35.685001373291016,13.152000427246096,33.13199996948242,11.071000099182127,3.1559998989105225,0.0,31.375336416542815
2016-07-03 14:00:00,33.84199905395508,12.480999946594238,30.61199951171875,10.401000022888184,3.0169999599456787,0.0,31.2503815985466
2016-07-03 15:00:00,32.669998168945305,12.314000129699709,29.86199951171875,10.29300022125244,3.0169999599456787,0.0,31.20758415500942
2016-07-03 16:00:00,34.09400177001953,12.314000129699709,31.06800079345703,10.29300022125244,3.0169999599456787,0.0,32.509751988725455
2016-07-03 17:00:00,40.459999084472656,14.324000358581545,36.8849983215332,11.847999572753904,3.0169999599456787,0.0,32.5714958101393
2016-07-03 18:00:00,40.29199981689453,13.654000282287598,37.04600143432617,11.5,3.0169999599456787,0.0,32.77861815299486
2016-07-03 19:00:00,35.60100173950195,11.392000198364258,32.72999954223633,9.354999542236328,2.5160000324249268,0.0,32.788490807700484
2016-07-03 20:00:00,37.36100006103516,11.644000053405762,34.097000122070305,9.48900032043457,3.92300009727478,0.0,31.652117695463968
2016-07-03 21:00:00,38.28200149536133,12.732999801635742,35.089000701904304,10.588000297546388,3.92300009727478,0.0,30.656169607899102
2016-07-03 22:00:00,38.198001861572266,13.067999839782717,34.365001678466804,10.560999870300291,3.92300009727478,1.246999979019165,29.88245738139186
2016-07-03 23:00:00,37.52799987792969,12.64900016784668,33.990001678466804,10.401000022888184,3.4219999313354488,0.0,29.48994397799712
2016-07-04 00:00:00,36.43899917602539,13.152000427246096,33.990001678466804,10.989999771118164,3.325999975204468,0.0,29.06889984140671
2016-07-04 01:00:00,37.36100006103516,13.56999969482422,35.4640007019043,11.982000350952148,2.0999999046325684,0.0,28.4158550630645
2016-07-04 02:00:00,31.2450008392334,10.220000267028809,29.351999282836918,8.819000244140625,1.940000057220459,0.0,28.878934499813692
2016-07-04 03:00:00,34.68000030517578,12.732999801635742,32.38100051879883,11.12399959564209,1.940000057220459,0.0,28.735563554032055
2016-07-04 04:00:00,31.16200065612793,11.5600004196167,29.13800048828125,9.595999717712402,1.919000029563904,0.0,28.765555462480588
2016-07-04 05:00:00,33.34000015258789,12.5649995803833,30.53199958801269,10.642000198364258,3.1879999637603764,0.0,28.55638735188036
2016-07-04 06:00:00,38.198001861572266,13.821999549865724,34.713001251220696,11.66100025177002,3.1879999637603764,0.0,28.12466760002068
2016-07-04 07:00:00,37.77899932861328,13.654000282287598,34.41899871826172,11.472999572753904,3.2090001106262207,0.0,27.878846623409537
2016-07-04 08:00:00,33.84199905395508,9.465999603271484,31.631000518798828,8.203000068664549,1.962000012397766,0.0,28.12347185876385
2016-07-04 09:00:00,35.93600082397461,11.47599983215332,34.01599884033203,9.890999794006348,1.962000012397766,0.0,29.14563694063299
2016-07-04 10:00:00,35.014999389648445,10.052000045776367,32.89099884033203,8.416999816894531,1.962000012397766,0.0,30.944683973250086
2016-07-04 11:00:00,38.28200149536133,12.64900016784668,36.027000427246094,10.722000122070312,1.962000012397766,0.0,32.305075693723175
2016-07-04 12:00:00,41.96799850463867,13.654000282287598,39.67300033569336,11.741000175476074,1.962000012397766,0.0,34.909890139068295
2016-07-04 13:00:00,40.459999084472656,13.487000465393065,38.49300003051758,11.579999923706056,1.962000012397766,0.0,36.403838418409876
2016-07-04 14:00:00,38.78499984741211,13.067999839782717,36.7509994506836,11.178000450134276,1.962000012397766,0.0,37.562475431056086
2016-07-04 15:00:00,39.790000915527344,12.39799976348877,37.823001861572266,10.614999771118164,1.962000012397766,0.0,37.06781909497393
2016-07-04 16:00:00,38.86800003051758,12.480999946594238,36.777000427246094,10.480999946594238,1.962000012397766,0.0,36.95069546647177
2016-07-04 17:00:00,39.62200164794922,12.39799976348877,36.9379997253418,10.213000297546388,1.962000012397766,0.0,33.63781765981153
2016-07-04 18:00:00,43.97800064086914,13.487000465393065,40.28900146484375,10.776000022888184,3.1879999637603764,0.0,32.748612197299465
2016-07-04 19:00:00,37.44400024414063,9.968000411987305,34.98199844360352,7.747000217437744,3.1879999637603764,0.0,32.96882148422067
2016-07-04 20:00:00,40.29199981689453,11.979000091552734,36.027000427246094,9.11400032043457,4.370999813079834,1.3109999895095823,32.54491835438304
2016-07-04 21:00:00,41.38100051879883,12.314000129699709,38.62699890136719,10.07900047302246,3.0920000076293945,0.0,31.975053991110798
2016-07-04 22:00:00,36.52299880981445,9.800999641418455,33.21200180053711,7.692999839782715,4.455999851226807,0.0,31.639667869739892
2016-07-04 23:00:00,37.025001525878906,10.805999755859377,33.077999114990234,8.604999542236326,4.446000099182129,1.246999979019165,31.675839827282648
2016-07-05 00:00:00,35.518001556396484,10.220000267028809,32.30099868774414,8.444000244140625,3.2090001106262207,0.0,31.481527617935686
2016-07-05 01:00:00,34.429000854492195,9.465999603271484,31.09499931335449,7.479000091552732,3.2090001106262207,0.0,31.07622567385964
2016-07-05 02:00:00,35.60100173950195,10.38700008392334,32.194000244140625,8.550999641418457,3.220000028610228,0.0,30.662586373687446
2016-07-05 03:00:00,37.025001525878906,11.644000053405762,34.28499984741211,9.729999542236328,3.220000028610228,0.0,29.203820889545444
2016-07-05 04:00:00,33.50699996948242,9.717000007629396,30.82699966430664,7.960999965667725,2.984999895095825,0.0,29.007914586958673
2016-07-05 05:00:00,35.60100173950195,10.220000267028809,32.54199981689453,8.444000244140625,2.984999895095825,0.0,29.68393603258572
2016-07-05 06:00:00,39.53799819946289,12.314000129699709,36.1879997253418,10.185999870300291,2.9749999046325684,0.0,30.33877655932769
2016-07-05 07:00:00,37.946998596191406,12.062999725341797,35.57099914550781,10.024999618530272,2.9749999046325684,0.0,31.406160462219187
2016-07-05 08:00:00,36.35499954223633,9.968000411987305,33.400001525878906,7.960999965667725,2.9749999046325684,0.0,31.849801072720876
2016-07-05 09:00:00,36.77399826049805,11.47599983215332,34.928001403808594,9.756999969482422,2.9749999046325684,0.0,31.77783778804563
2016-07-05 10:00:00,38.11399841308594,11.392000198364258,36.10699844360352,9.729999542236328,2.9749999046325684,0.0,33.35720634028746
2016-07-05 11:00:00,41.88399887084961,13.402999877929688,39.75299835205078,11.472999572753904,1.715999960899353,0.0,34.23309857210913
2016-07-05 12:00:00,42.1349983215332,13.56999969482422,40.50299835205078,11.66100025177002,1.715999960899353,0.0,33.772387479780434
2016-07-05 13:00:00,41.71599960327149,13.067999839782717,39.18999862670898,10.96399974822998,2.943000078201294,0.0,31.987992739268385
2016-07-05 14:00:00,39.37099838256836,11.5600004196167,36.24100112915039,9.48900032043457,2.943000078201294,0.0,30.716508283931255
2016-07-05 15:00:00,42.88899993896485,14.156999588012695,40.07500076293945,11.902000427246096,2.943000078201294,0.0,30.417201689526408
2016-07-05 16:00:00,39.11999893188477,12.815999984741213,36.24100112915039,10.668999671936035,2.943000078201294,0.0,31.92055323866012
2016-07-05 17:00:00,39.20299911499024,12.480999946594238,35.678001403808594,10.07900047302246,2.943000078201294,0.0,32.846477757398695
2016-07-05 18:00:00,40.54399871826172,13.319000244140623,36.7509994506836,10.829999923706056,4.2109999656677255,0.0,33.486689612055955
2016-07-05 19:00:00,34.763999938964844,9.633000373840332,31.54999923706055,7.532000064849853,2.996000051498413,0.0,33.258063808055944
2016-07-05 20:00:00,37.19300079345703,11.727999687194824,33.077999114990234,9.515999794006348,4.254000186920166,1.246999979019165,33.16319924191029
2016-07-05 21:00:00,39.2869987487793,12.39799976348877,35.11600112915039,9.864999771118164,4.190000057220459,1.3109999895095823,33.26129342879901
2016-07-05 22:00:00,36.35499954223633,11.810999870300291,33.90900039672852,9.890999794006348,2.9749999046325684,0.0,33.17971630209225
2016-07-05 23:00:00,40.04100036621094,12.39799976348877,37.2599983215332,10.427000045776367,2.9749999046325684,0.0,33.205282678034656
2016-07-06 00:00:00,37.44400024414063,11.47599983215332,34.44499969482422,9.435999870300291,2.9749999046325684,0.0,33.229064332981395
2016-07-06 01:00:00,40.20899963378906,12.5649995803833,36.13399887084961,9.91800022125244,4.190000057220459,1.2690000534057615,33.26834518725505
2016-07-06 02:00:00,38.44900131225586,11.979000091552734,35.54399871826172,9.91800022125244,2.815000057220459,0.0,33.08738238521585
2016-07-06 03:00:00,37.36100006103516,11.895000457763672,34.41899871826172,9.729999542236328,2.7079999446868896,0.0,33.1856089471801
2016-07-06 04:00:00,38.78499984741211,11.895000457763672,34.766998291015625,9.595999717712402,2.7079999446868896,0.0,32.99218866314373
2016-07-06 05:00:00,37.10900115966797,11.5600004196167,34.98199844360352,9.890999794006348,2.7720000743865967,0.0,33.01045907908383
2016-07-06 06:00:00,39.53799819946289,12.39799976348877,35.40999984741211,9.810999870300291,3.986999988555908,1.2150000333786009,32.991735754691156
2016-07-06 07:00:00,39.70600128173828,13.067999839782717,37.18000030517578,10.883000373840332,2.7720000743865967,0.0,32.73724912752144
2016-07-06 08:00:00,36.43899917602539,10.722000122070312,32.83700180053711,8.52400016784668,2.7720000743865967,0.0,32.49031334395127
2016-07-06 09:00:00,40.29199981689453,14.743000030517578,38.25199890136719,12.812999725341797,2.7720000743865967,0.0,32.6348353843728
2016-07-06 10:00:00,35.76900100708008,11.225000381469728,32.327999114990234,9.248000144958496,2.7720000743865967,0.0,32.6953164684803
2016-07-06 11:00:00,36.68999862670898,9.800999641418455,33.238998413085945,7.907999992370605,2.740000009536743,0.0,33.107480741309054
2016-07-06 12:00:00,36.60699844360352,10.973999977111816,34.257999420166016,9.381999969482422,2.740000009536743,0.0,34.129936675498925
2016-07-06 13:00:00,39.20299911499024,11.392000198364258,36.64300155639648,9.461999893188477,2.740000009536743,0.0,34.84765379999955
2016-07-06 14:00:00,38.617000579833984,10.722000122070312,35.597999572753906,8.604999542236326,2.740000009536743,0.0,35.129251006977626
2016-07-06 15:00:00,43.30799865722656,13.904999732971191,41.20000076293945,11.526000022888184,2.740000009536743,0.0,35.88560530175807
2016-07-06 16:00:00,46.57500076293945,15.161999702453612,43.02299880981445,12.357000350952148,2.740000009536743,0.0,33.89082853718809
2016-07-06 17:00:00,46.49100112915039,14.072999954223633,43.74700164794922,11.607000350952148,2.5160000324249268,0.0,33.36751895879085
2016-07-06 18:00:00,48.33399963378906,14.241000175476074,43.72000122070313,10.989999771118164,3.785000085830689,1.246999979019165,33.74668087137512
2016-07-06 19:00:00,42.97299957275391,10.805999755859377,38.573001861572266,8.095000267028809,3.6989998817443848,1.406999945640564,34.18265487107852
2016-07-06 20:00:00,46.90999984741211,13.067999839782717,42.24599838256836,9.890999794006348,3.816999912261963,1.2790000438690186,32.65804486186464
2016-07-06 21:00:00,46.74300003051758,14.241000175476074,44.04199981689453,11.71399974822998,2.9110000133514404,0.0,32.123072366731265
2016-07-06 22:00:00,43.81100082397461,12.899999618530272,39.13600158691406,9.810999870300291,4.125999927520752,1.2580000162124634,32.94005907299564
2016-07-06 23:00:00,43.72700119018555,13.067999839782717,39.83300018310547,10.37399959564209,3.9340000152587886,0.0,33.20159549220584
2016-07-07 00:00:00,40.04100036621094,11.979000091552734,37.01900100708008,9.70400047302246,3.9340000152587886,0.0,33.681400311853295
2016-07-07 01:00:00,40.71099853515625,11.979000091552734,37.2869987487793,9.381999969482422,3.816999912261963,0.0,33.72026738600579
2016-07-07 02:00:00,41.2140007019043,12.229999542236328,38.01100158691406,9.91800022125244,2.2709999084472656,0.0,33.770823486908455
2016-07-07 03:00:00,41.38100051879883,12.480999946594238,37.76900100708008,9.864999771118164,3.6459999084472656,0.0,33.199747089369374
2016-07-07 04:00:00,39.11999893188477,11.644000053405762,36.29499816894531,9.515999794006348,3.6459999084472656,0.0,33.24165621442923
2016-07-07 05:00:00,39.11999893188477,11.140999794006348,36.96500015258789,9.194000244140623,2.430999994277954,0.0,33.28071701640616
2016-07-07 06:00:00,42.80500030517578,12.732999801635742,40.31600189208984,10.560999870300291,2.430999994277954,0.0,33.49594435608161
2016-07-07 07:00:00,42.303001403808594,12.815999984741213,39.29700088500977,10.427000045776367,2.430999994277954,0.0,33.48744869308959
2016-07-07 08:00:00,38.53300094604492,10.805999755859377,36.402000427246094,9.006999969482422,2.430999994277954,0.0,33.856439150826
2016-07-07 09:00:00,43.72700119018555,14.156999588012695,40.58399963378906,11.633999824523926,2.430999994277954,0.0,34.85371124116997
2016-07-07 10:00:00,38.44900131225586,9.465999603271484,35.625,7.585999965667725,2.3559999465942383,0.0,35.80662287544115
2016-07-07 11:00:00,42.1349983215332,10.470999717712402,39.83300018310547,8.550999641418457,2.3559999465942383,0.0,37.76701881798852
2016-07-07 12:00:00,44.0620002746582,12.5649995803833,41.54899978637695,10.024999618530272,2.3989999294281006,0.0,39.75199590203498
2016-07-07 13:00:00,45.56999969482422,13.487000465393065,42.64799880981445,10.855999946594238,2.259999990463257,0.0,43.02169361684766
2016-07-07 14:00:00,44.39699935913086,14.491999626159668,40.98600006103516,11.633999824523926,3.486000061035156,0.0,47.834333386381616
2016-07-07 15:00:00,42.88899993896485,12.732999801635742,39.75299835205078,10.052000045776367,3.4539999961853027,0.0,49.46630159551887
2016-07-07 16:00:00,45.1510009765625,16.334999084472653,42.459999084472656,12.517999649047852,2.227999925613404,0.0,48.78787119067902
2016-07-07 17:00:00,49.00400161743164,15.916000366210938,45.43600082397461,12.760000228881836,3.507999897003174,0.0,45.78537146969157
2016-07-07 18:00:00,48.75299835205078,14.576000213623049,44.87300109863281,11.526000022888184,3.507999897003174,0.0,43.59659438594735
2016-07-07 19:00:00,42.21900177001953,10.470999717712402,39.72600173950195,8.496999740600586,2.259999990463257,0.0,42.310770831844174
2016-07-07 20:00:00,46.15599822998047,12.899999618530272,42.11199951171875,10.07900047302246,3.496999979019165,0.0,40.9663204919556
2016-07-07 21:00:00,50.00899887084961,14.659000396728516,45.8650016784668,11.204999923706056,3.753000020980835,1.2369999885559082,40.016357141998526
2016-07-07 22:00:00,46.82600021362305,14.743000030517578,44.41699981689453,12.222999572753904,2.5799999237060547,0.0,39.30917057419015
2016-07-07 23:00:00,45.23500061035156,13.904999732971191,43.02299880981445,11.71399974822998,2.664999961853028,0.0,38.92366800101481
2016-07-08 00:00:00,44.73199844360352,13.904999732971191,42.43399810791016,11.741000175476074,1.3109999895095823,0.0,38.32378814314698
2016-07-08 01:00:00,41.79999923706055,12.5649995803833,40.85200119018555,10.937000274658203,0.0,0.0,38.15530301848639
2016-07-08 02:00:00,43.14099884033203,12.984000205993652,40.02099990844727,10.239999771118164,2.559000015258789,0.0,37.770705799234754
2016-07-08 03:00:00,41.71599960327149,12.5649995803833,39.61899948120117,10.052000045776367,2.559000015258789,0.0,37.419812860139146
2016-07-08 04:00:00,40.79499816894531,12.314000129699709,38.59999847412109,10.45400047302246,1.962000012397766,0.0,37.033824002114535
2016-07-08 05:00:00,38.78499984741211,11.140999794006348,36.80400085449219,9.461999893188477,1.950999975204468,0.0,36.65259190530065
2016-07-08 06:00:00,40.29199981689453,11.47599983215332,37.5009994506836,9.54300022125244,1.950999975204468,0.0,36.65982050269959
2016-07-08 07:00:00,42.1349983215332,12.899999618530272,40.39599990844727,10.776000022888184,1.2150000333786009,0.0,36.88070424762238
2016-07-08 08:00:00,41.71599960327149,11.895000457763672,39.72600173950195,9.838000297546388,2.430999994277954,0.0,38.09233411589008
2016-07-08 09:00:00,42.387001037597656,14.407999992370604,41.38800048828125,12.62600040435791,0.0,0.0,39.28967679299588
2016-07-08 10:00:00,47.41299819946289,15.581000328063965,44.73899841308594,12.894000053405762,2.505000114440918,0.0,40.89152620979885
2016-07-08 11:00:00,52.43899917602539,17.926000595092773,50.87699890136719,15.01099967956543,2.505000114440918,0.0,42.88092504689362
2016-07-08 12:00:00,49.50699996948242,16.0,47.47299957275391,13.187999725341797,1.2580000162124634,0.0,44.078088088375736
2016-07-08 13:00:00,50.00899887084961,16.083000183105472,47.6870002746582,13.37600040435791,2.483999967575073,0.0,45.502343878375875
2016-07-08 14:00:00,48.08300018310547,16.083000183105472,45.89099884033203,13.348999977111816,2.494999885559082,0.0,46.933272270434436
2016-07-08 15:00:00,51.01499938964844,17.674999237060547,48.73300170898438,14.58199977874756,2.494999885559082,0.0,48.12329730824464
2016-07-08 16:00:00,50.93099975585938,17.926000595092773,48.7859992980957,14.79699993133545,2.494999885559082,0.0,46.655205352517314
2016-07-08 17:00:00,50.76300048828125,17.423999786376953,48.09000015258789,14.340999603271484,2.494999885559082,0.0,46.11221412711052
2016-07-08 18:00:00,51.60100173950195,16.92099952697754,49.67100143432617,13.885000228881836,1.2790000438690186,0.0,45.06623083018168
2016-07-08 19:00:00,45.06700134277344,13.152000427246096,43.80099868774414,10.937000274658203,1.3329999446868896,0.0,43.799830555411695
2016-07-08 20:00:00,47.32899856567383,13.067999839782717,45.97200012207031,11.071000099182127,1.2150000333786009,0.0,42.27622908013462
2016-07-08 21:00:00,52.27099990844727,16.92099952697754,50.55599975585938,14.072999954223633,1.2150000333786009,0.0,41.109791857099495
2016-07-08 22:00:00,50.26100158691406,16.334999084472653,48.09000015258789,13.510000228881836,2.430999994277954,0.0,40.37390815158132
2016-07-08 23:00:00,47.49599838256836,14.91100025177002,45.78400039672852,12.331000328063965,2.430999994277954,0.0,39.99923100347146
2016-07-09 00:00:00,44.81600189208984,13.98900032043457,42.35300064086914,11.633999824523926,2.430999994277954,0.0,39.41574342620935
2016-07-09 01:00:00,44.0620002746582,13.98900032043457,41.76300048828125,11.847999572753904,1.4390000104904177,0.0,38.82189494284716
2016-07-09 02:00:00,43.05699920654297,13.487000465393065,42.11199951171875,11.767999649047852,0.0,0.0,38.44639044247416
2016-07-09 03:00:00,43.72700119018555,13.821999549865724,41.14699935913086,11.472999572753904,1.246999979019165,0.0,37.870008642594165
2016-07-09 04:00:00,42.97299957275391,13.56999969482422,41.22700119018555,11.633999824523926,1.246999979019165,0.0,37.48999724402031
2016-07-09 05:00:00,41.54899978637695,12.815999984741213,40.45000076293945,11.017000198364258,0.0,0.0,37.12752311876483
2016-07-09 06:00:00,42.21900177001953,13.152000427246096,41.38800048828125,11.472999572753904,0.0,0.0,36.91665605094817
2016-07-09 07:00:00,42.80500030517578,13.654000282287598,41.709999084472656,12.062999725341797,0.0,0.0,36.91126215107795
2016-07-09 08:00:00,40.79499816894531,11.895000457763672,38.76100158691406,10.024999618530272,1.2690000534057615,0.0,37.92250525004026
2016-07-09 09:00:00,43.47600173950195,13.402999877929688,42.165000915527344,11.66100025177002,0.0,0.0,38.4628141947129
2016-07-09 10:00:00,47.915000915527344,15.581000328063965,45.2750015258789,12.678999900817873,2.463000059127808,0.0,39.62754483416002
2016-07-09 11:00:00,50.59600067138672,16.586000442504886,48.6259994506836,13.482999801635742,2.463000059127808,0.0,40.59797746604736
2016-07-09 12:00:00,51.43399810791016,16.753999710083008,49.10800170898438,13.911999702453612,2.463000059127808,0.0,42.373867209257355
2016-07-09 13:00:00,49.92599868774414,16.334999084472653,48.67900085449219,13.911999702453612,2.463000059127808,0.0,42.74284843623546
2016-07-09 14:00:00,50.76300048828125,16.586000442504886,47.875,13.590999603271484,2.5269999504089355,0.0,42.33116348413141
2016-07-09 15:00:00,49.50699996948242,17.089000701904293,47.44599914550781,14.152999877929688,2.5269999504089355,0.0,43.08088101486625
2016-07-09 16:00:00,51.43399810791016,21.025999069213867,48.73300170898438,17.7450008392334,2.5269999504089355,0.0,43.59801432280776
2016-07-09 17:00:00,52.10400009155274,20.77400016784668,49.61700057983398,17.423999786376953,2.5269999504089355,0.0,42.61465411699433
2016-07-09 18:00:00,47.66400146484375,17.004999160766598,45.19400024414063,14.395000457763672,2.5269999504089355,0.0,41.84579083845394
2016-07-09 19:00:00,46.40700149536133,16.419000625610348,44.685001373291016,13.83199977874756,3.1979999542236333,0.0,41.0751012689812
